t,l_hip_yaw_q,l_hip_yaw_dq,l_hip_yaw_tau,l_hip_roll_q,l_hip_roll_dq,l_hip_roll_tau,l_hip_pitch_q,l_hip_pitch_dq,l_hip_pitch_tau,l_knee_q,l_knee_dq,l_knee_tau,l_ankle_pitch_q,l_ankle_pitch_dq,l_ankle_pitch_tau,l_ankle_roll_q,l_ankle_roll_dq,l_ankle_roll_tau,r_hip_yaw_q,r_hip_yaw_dq,r_hip_yaw_tau,r_hip_roll_q,r_hip_roll_dq,r_hip_roll_tau,r_hip_pitch_q,r_hip_pitch_dq,r_hip_pitch_tau,r_knee_q,r_knee_dq,r_knee_tau,r_ankle_pitch_q,r_ankle_pitch_dq,r_ankle_pitch_tau,r_ankle_roll_q,r_ankle_roll_dq,r_ankle_roll_tau,l_ankle_motorA_tau,l_ankle_motorB_tau,l_ankle_motorA_w,l_ankle_motorB_w,com_ref_x,com_ref_y,zmp_ref_x,zmp_ref_y,contact_l,contact_r
0.16,-0,0,-0.0132561,-0.00178897,-0.0216601,0.366894,-0.629361,0.0208559,-0.641482,1.14461,0.00392581,-15.3342,-0.515248,-0.0247817,-0.427243,0.00178897,0.0216601,-0.0248887,-0,0,-0.005516,-0.00178897,-0.0216601,-0.775385,-0.629361,0.0208559,-0.574332,1.14461,0.00392581,-16.298,-0.515248,-0.0247817,-0.437672,0.00178897,0.0216601,-0.0248887,-0.231275,-0.195968,-0.00939011,-0.0401955,0.000695706,0.000709163,0,0,True,True
0.165,-0,0,-0.0132349,-0.00189877,-0.0222599,0.372648,-0.629255,0.0214897,-0.639239,1.14463,0.00402776,-15.3404,-0.515374,-0.0255175,-0.420147,0.00189877,0.0222599,-0.0249045,-0,0,-0.00550953,-0.00189877,-0.0222599,-0.769414,-0.629255,0.0214897,-0.575884,1.14463,0.00402776,-16.2858,-0.515374,-0.0255175,-0.430561,0.00189877,0.0222599,-0.0249045,-0.227745,-0.192402,-0.00970036,-0.0413589,0.000742197,0.000752683,0,0,True,True
0.17,-0,0,-0.0132229,-0.00201157,-0.0228588,0.378351,-0.629146,0.0221224,-0.637066,1.14465,0.00412797,-15.3466,-0.515503,-0.0262504,-0.413169,0.00201157,0.0228588,-0.0249382,-0,0,-0.00550653,-0.00201157,-0.0228588,-0.763497,-0.629146,0.0221224,-0.577508,1.14465,0.00412797,-16.2739,-0.515503,-0.0262504,-0.423575,0.00201157,0.0228588,-0.0249382,-0.224286,-0.188882,-0.0100085,-0.0425187,0.000790058,0.00079739,0,0,True,True
0.175,-0,0,-0.01322,-0.00212736,-0.023457,0.384004,-0.629034,0.0227545,-0.634965,1.14467,0.00422651,-15.3527,-0.515637,-0.026981,-0.40631,0.00212736,0.023457,-0.0249897,-0,0,-0.00550698,-0.00212736,-0.023457,-0.757632,-0.629034,0.0227545,-0.579205,1.14467,0.00422651,-16.2623,-0.515637,-0.026981,-0.416714,0.00212736,0.023457,-0.0249897,-0.2209,-0.18541,-0.0103148,-0.0436759,0.000839284,0.000843282,0,0,True,True
0.18,-0,0,-0.0132262,-0.00224614,-0.0240551,0.38961,-0.628919,0.0233863,-0.632934,1.14469,0.00432341,-15.3586,-0.515773,-0.0277097,-0.399571,0.00224614,0.0240551,-0.0250587,-0,0,-0.00551079,-0.00224614,-0.0240551,-0.751818,-0.628919,0.0233863,-0.580975,1.14469,0.00432341,-16.251,-0.515773,-0.0277097,-0.40998,0.00224614,0.0240551,-0.0250587,-0.217585,-0.181985,-0.0106194,-0.044831,0.000889873,0.000890358,0,0,True,True
0.185,-0,0,-0.0132415,-0.00236791,-0.0246533,0.39517,-0.6288,0.0240183,-0.630973,1.14471,0.00441873,-15.3645,-0.515914,-0.028437,-0.392949,0.00236791,0.0246533,-0.0251451,-0,0,-0.00551791,-0.00236791,-0.0246533,-0.746052,-0.6288,0.0240183,-0.582818,1.14471,0.00441873,-16.24,-0.515914,-0.028437,-0.403371,0.00236791,0.0246533,-0.0251451,-0.214342,-0.178606,-0.0109226,-0.0459851,0.000941823,0.000938618,0,0,True,True
0.19,-0,0,-0.0132657,-0.00249267,-0.0252521,0.400688,-0.628679,0.024651,-0.629081,1.14474,0.0045125,-15.3704,-0.516058,-0.0291635,-0.386443,0.00249267,0.0252521,-0.0252486,-0,0,-0.00552829,-0.00249267,-0.0252521,-0.740332,-0.628679,0.024651,-0.584734,1.14474,0.0045125,-16.2292,-0.516058,-0.0291635,-0.396884,0.00249267,0.0252521,-0.0252486,-0.211168,-0.175274,-0.0112245,-0.0471387,0.000995132,0.000988064,0,0,True,True
0.195,-0,0,-0.0132988,-0.00262043,-0.025852,0.406166,-0.628554,0.0252848,-0.627256,1.14476,0.00460476,-15.3761,-0.516205,-0.0298896,-0.380049,0.00262043,0.025852,-0.0253692,-0,0,-0.00554188,-0.00262043,-0.025852,-0.734655,-0.628554,0.0252848,-0.586722,1.14476,0.00460476,-16.2188,-0.516205,-0.0298896,-0.390516,0.00262043,0.025852,-0.0253692,-0.208063,-0.171985,-0.0115255,-0.0482927,0.0010498,0.0010387,0,0,True,True
0.2,-0,0,-0.0133407,-0.00275119,-0.0264531,0.411607,-0.628426,0.0259203,-0.625496,1.14478,0.00469555,-15.3818,-0.516357,-0.0306158,-0.373762,0.00275119,0.0264531,-0.0255066,-0,0,-0.00555867,-0.00275119,-0.0264531,-0.72902,-0.628426,0.0259203,-0.588782,1.14478,0.00469555,-16.2085,-0.516357,-0.0306158,-0.384261,0.00275119,0.0264531,-0.0255066,-0.205022,-0.168739,-0.0118257,-0.0494479,0.00110583,0.00109052,0,0,True,True
0.205,-0,0,-0.0133913,-0.00288496,-0.027056,0.417011,-0.628295,0.0265577,-0.6238,1.14481,0.00478491,-15.3874,-0.516511,-0.0313426,-0.367574,0.00288496,0.027056,-0.0256608,-0,0,-0.00557868,-0.00288496,-0.027056,-0.723426,-0.628295,0.0265577,-0.590912,1.14481,0.00478491,-16.1986,-0.516511,-0.0313426,-0.378113,0.00288496,0.027056,-0.0256608,-0.202043,-0.16553,-0.0121253,-0.050605,0.00116322,0.00114353,0,0,True,True
0.21,-0,0,-0.0134506,-0.00302175,-0.0276611,0.422378,-0.62816,0.0271976,-0.622166,1.14483,0.00487285,-15.393,-0.51667,-0.0320705,-0.361478,0.00302175,0.0276611,-0.0258317,-0,0,-0.00560197,-0.00302175,-0.0276611,-0.717872,-0.62816,0.0271976,-0.59311,1.14483,0.00487285,-16.1889,-0.51667,-0.0320705,-0.372063,0.00302175,0.0276611,-0.0258317,-0.199122,-0.162355,-0.0124245,-0.0517647,0.00122198,0.00119774,0,0,True,True
0.215,-0,0,-0.0135185,-0.00316157,-0.0282686,0.42771,-0.628023,0.0278404,-0.620592,1.14485,0.00495942,-15.3984,-0.516832,-0.0327998,-0.355466,0.00316157,0.0282686,-0.0260196,-0,0,-0.0056286,-0.00316157,-0.0282686,-0.712358,-0.628023,0.0278404,-0.595374,1.14485,0.00495942,-16.1794,-0.516832,-0.0327998,-0.366103,0.00316157,0.0282686,-0.0260196,-0.196255,-0.15921,-0.0127235,-0.0529277,0.00128211,0.00125315,0,0,True,True
0.22,-0,0,-0.013595,-0.00330444,-0.028879,0.433003,-0.627882,0.0284864,-0.619077,1.14488,0.00504462,-15.4038,-0.516998,-0.033531,-0.349532,0.00330444,0.028879,-0.0262245,-0,0,-0.00565866,-0.00330444,-0.028879,-0.706887,-0.627882,0.0284864,-0.597703,1.14488,0.00504462,-16.1702,-0.516998,-0.033531,-0.360228,0.00330444,0.028879,-0.0262245,-0.193438,-0.156093,-0.0130224,-0.0540947,0.00134361,0.00130976,0,0,True,True
0.225,-0,0,-0.0136802,-0.00345036,-0.0294926,0.438257,-0.627738,0.0291361,-0.617621,1.14491,0.00512848,-15.4091,-0.517167,-0.0342646,-0.34367,0.00345036,0.0294926,-0.0264466,-0,0,-0.00569222,-0.00345036,-0.0294926,-0.701458,-0.627738,0.0291361,-0.600095,1.14491,0.00512848,-16.1612,-0.517167,-0.0342646,-0.354433,0.00345036,0.0294926,-0.0264466,-0.19067,-0.152999,-0.0133215,-0.0552665,0.00140649,0.00136758,0,0,True,True
