iteration,time_s,fps,collect_s,update_s,reward_per_step,value_loss,surrogate,entropy,kl,lr,std,unstable_resets
1002,1556.5,18981,1.02,0.27,0.02058,0.01392,-0.00764,2.01145,0.0135,8e-05,0.33226,0
1003,1557.7,19120,1.01,0.27,0.02518,0.00429,-0.00679,2.016,0.01328,0.00017,0.33228,0
1004,1559.0,19666,1.0,0.25,0.02767,0.00377,-0.00333,2.01207,0.01571,0.00011,0.33224,0
1005,1560.2,19488,1.01,0.25,0.02792,0.00121,-0.00794,2.00501,0.01543,0.00011,0.33187,0
1006,1561.5,19460,1.01,0.25,0.02834,0.005,-0.00184,1.9937,0.01264,5e-05,0.33174,0
1007,1562.8,19763,1.0,0.24,0.02854,0.00083,-0.00767,1.98212,0.01169,0.00017,0.3311,0
1008,1564.0,19831,0.99,0.25,0.02852,0.00064,-0.00803,1.94692,0.01311,0.00017,0.33018,0
1009,1565.3,19449,1.0,0.26,0.02874,0.00061,-0.00834,1.90465,0.01454,0.00017,0.32901,0
1010,1566.5,19651,1.0,0.25,0.02516,0.20485,-0.01018,1.88057,0.01624,8e-05,0.32885,0
1011,1567.8,19786,0.99,0.25,0.02334,0.09357,-0.00923,1.88832,0.01511,0.00011,0.32924,0
1012,1569.0,20211,0.97,0.25,0.01991,0.02341,-0.00843,1.90186,0.01394,5e-05,0.32948,0
1013,1570.2,20117,0.97,0.25,0.02157,0.00958,-0.00751,1.90976,0.0133,0.00011,0.32974,0
1014,1571.4,19773,0.98,0.26,0.02662,0.00664,-0.00546,1.91664,0.01631,2e-05,0.32982,0
1015,1572.7,19441,1.0,0.26,0.02762,0.00631,-0.00623,1.91733,0.01226,0.00011,0.32987,0
1016,1573.9,19868,0.98,0.26,0.02789,0.00492,-0.00343,1.91906,0.01721,2e-05,0.3299,0
1017,1575.2,18719,1.06,0.26,0.02866,0.00083,-0.0084,1.91423,0.01151,0.00011,0.3295,0
1018,1576.5,20047,0.97,0.25,0.02858,0.00068,-0.00553,1.89261,0.01264,0.00011,0.32882,0
1019,1577.7,19720,0.99,0.26,0.02873,0.00255,-0.00385,1.86605,0.01518,0.00026,0.32818,0
1020,1579.0,19254,1.02,0.26,0.02764,0.21079,-0.00828,1.85392,0.0154,0.00011,0.3283,0
1021,1580.2,21033,0.92,0.25,0.02282,0.08164,-0.01164,1.86742,0.01514,8e-05,0.32869,0
1022,1581.4,19954,0.98,0.25,0.02109,0.04252,-0.00965,1.87937,0.0137,5e-05,0.32893,0
1023,1582.6,19866,0.99,0.25,0.02154,0.01095,-0.00774,1.88921,0.01504,0.00011,0.32932,0
1024,1583.9,19637,1.0,0.25,0.02581,0.00331,-0.00707,1.89792,0.01518,0.00017,0.32921,0
1025,1585.1,19775,0.98,0.26,0.02727,0.00398,-0.00574,1.88967,0.01613,5e-05,0.32899,0
1026,1586.3,20278,0.96,0.25,0.02831,0.00285,-0.00572,1.88479,0.01455,0.00017,0.32881,0
1027,1587.6,19869,0.99,0.25,0.02831,0.00144,-0.00684,1.86961,0.01492,0.00017,0.32814,0
1028,1588.8,19386,1.02,0.25,0.02856,0.0014,-0.00438,1.84385,0.01416,8e-05,0.32755,0
1029,1590.1,19629,1.01,0.24,0.02876,0.00096,-0.0066,1.82074,0.01253,0.00017,0.32659,0
1030,1591.4,19457,1.01,0.26,0.02879,0.00079,-0.00925,1.78272,0.01502,0.00011,0.32574,0
1031,1592.6,19372,1.0,0.27,0.0242,0.17325,-0.00972,1.76818,0.01511,0.00011,0.32577,0
1032,1593.8,20223,0.96,0.26,0.02305,0.05289,-0.01028,1.77838,0.01355,5e-05,0.32598,0
1033,1595.1,19962,0.99,0.24,0.02002,0.01783,-0.00927,1.7886,0.01554,3e-05,0.32629,0
1034,1596.3,19932,0.98,0.26,0.02343,0.00671,-0.00687,1.79725,0.01271,0.00011,0.32651,0
1035,1597.6,19380,0.99,0.27,0.02755,0.00243,-0.00674,1.80076,0.01268,8e-05,0.32645,0
1036,1598.9,18860,1.04,0.26,0.02812,0.00144,-0.00826,1.79018,0.01253,0.00017,0.32603,0
1037,1600.2,18566,1.06,0.27,0.02836,0.00229,-0.00614,1.77256,0.01516,0.00011,0.32573,0
1038,1601.5,18971,1.03,0.26,0.02856,0.00217,-0.00544,1.76262,0.01448,5e-05,0.32552,0
1039,1602.8,19588,1.0,0.25,0.02854,0.00162,-0.00505,1.75312,0.01317,0.00017,0.32518,0
1040,1604.0,19967,0.98,0.25,0.02882,0.00676,-0.00336,1.74116,0.01886,2e-05,0.3251,0
1041,1605.2,19929,0.98,0.25,0.02611,0.20266,-0.00715,1.7463,0.01202,0.00011,0.32549,0
1042,1606.4,20157,0.96,0.26,0.02335,0.07486,-0.00552,1.76043,0.0191,1e-05,0.32572,0
1043,1607.7,19758,0.98,0.26,0.02158,0.03432,-0.00792,1.76542,0.01153,8e-05,0.32595,0
1044,1608.9,19429,1.0,0.26,0.02299,0.02281,-0.00559,1.77621,0.01861,1e-05,0.32615,0
1045,1610.2,19306,1.01,0.26,0.02635,0.00859,-0.00628,1.77938,0.01221,0.00011,0.32627,0
1046,1611.5,19095,1.04,0.25,0.02741,0.00354,-0.00639,1.78371,0.01256,8e-05,0.32632,0
1047,1612.8,19063,1.03,0.26,0.02756,0.00425,-0.00545,1.78077,0.0141,0.00017,0.32615,0
1048,1614.0,19682,0.99,0.26,0.02849,0.00063,-0.00831,1.76577,0.01472,0.00026,0.32556,0
1049,1615.3,19360,1.01,0.26,0.02879,0.00057,-0.00986,1.72811,0.01459,0.00026,0.32455,0
1050,1616.6,19943,0.97,0.26,0.02887,0.0007,-0.00755,1.68949,0.01259,0.00017,0.32383,0
1051,1617.8,20016,0.98,0.25,0.0289,0.00075,-0.00684,1.65928,0.01522,0.00017,0.32295,0
1052,1619.0,20359,0.95,0.26,0.02358,0.14987,-0.00829,1.63893,0.01474,5e-05,0.32287,0
1053,1620.2,20053,0.97,0.26,0.02289,0.05175,-0.01003,1.64427,0.01395,5e-05,0.32307,0
1054,1621.4,19869,0.99,0.25,0.02166,0.02028,-0.00873,1.65249,0.01502,2e-05,0.32326,0
1055,1622.7,19770,0.98,0.26,0.0249,0.00989,-0.00705,1.65853,0.01212,0.00011,0.32344,0
1056,1624.0,19348,1.01,0.26,0.02735,0.00413,-0.00651,1.66474,0.01384,8e-05,0.3235,0
1057,1625.2,19164,1.03,0.25,0.02804,0.00343,-0.00617,1.66296,0.01586,8e-05,0.32351,0
1058,1626.6,18748,1.05,0.26,0.02813,0.00763,-0.00522,1.66346,0.01263,3e-05,0.32355,0
1059,1627.8,19052,1.03,0.26,0.02861,0.00107,-0.00708,1.66025,0.01255,0.00017,0.32329,0
1060,1629.1,19609,1.0,0.26,0.02859,0.00073,-0.00786,1.62732,0.0165,0.00017,0.32224,0
1061,1630.4,19385,1.0,0.27,0.02904,0.00049,-0.00801,1.5848,0.01522,0.00017,0.32123,0
1062,1631.6,19263,1.02,0.26,0.02595,0.26342,-0.00858,1.55865,0.01689,3e-05,0.32113,0
1063,1632.9,20355,0.95,0.25,0.02406,0.07751,-0.00785,1.5639,0.01811,1e-05,0.32134,0
1064,1634.1,20141,0.97,0.25,0.02005,0.02798,-0.00669,1.56874,0.01115,8e-05,0.3215,0
1065,1635.3,19823,0.98,0.26,0.02266,0.01177,-0.00595,1.57536,0.01212,3e-05,0.32159,0
1066,1636.5,19958,0.98,0.25,0.02701,0.00658,-0.00756,1.57927,0.01187,0.00011,0.32172,0
1067,1637.8,20317,0.96,0.25,0.02823,0.0034,-0.00572,1.58253,0.01413,0.00011,0.32178,0
1068,1639.0,20138,0.96,0.26,0.0284,0.0016,-0.00554,1.57739,0.0163,0.00011,0.32152,0
1069,1640.2,19493,1.0,0.26,0.02881,0.00088,-0.00716,1.55812,0.01446,0.00026,0.32072,0
1070,1641.5,19255,1.01,0.27,0.02899,0.00408,-0.00257,1.53247,0.01576,0.00011,0.32042,0
1071,1642.8,18632,1.06,0.26,0.0289,0.00077,-0.00763,1.52127,0.01162,0.00011,0.32001,0
1072,1644.1,19589,0.99,0.27,0.02858,0.1574,-0.00745,1.50634,0.01255,8e-05,0.31998,0
1073,1645.3,20845,0.93,0.25,0.02323,0.10991,-0.00941,1.51316,0.01623,2e-05,0.32017,0
1074,1646.5,20258,0.96,0.25,0.02279,0.06071,-0.00741,1.51886,0.0149,1e-05,0.32032,0
1075,1647.7,19744,0.99,0.25,0.01954,0.01682,-0.00749,1.52331,0.00979,8e-05,0.32047,0
1076,1649.0,19612,1.0,0.25,0.0248,0.01093,-0.00588,1.52955,0.01658,2e-05,0.32062,0
1077,1650.3,19232,1.02,0.26,0.02754,0.00966,-0.00645,1.53362,0.0108,8e-05,0.32079,0
1078,1651.5,19954,0.98,0.25,0.02817,0.00149,-0.00704,1.53604,0.01334,0.00017,0.32066,0
1079,1652.7,19961,0.98,0.25,0.02879,0.00226,-0.00248,1.52283,0.01493,8e-05,0.32026,0
1080,1653.9,20386,0.96,0.25,0.02913,0.00091,-0.00483,1.5076,0.01296,0.00017,0.31972,0
1081,1655.1,20248,0.96,0.26,0.02908,0.00062,-0.00999,1.47769,0.0127,0.00017,0.31876,0
1082,1656.3,20320,0.96,0.25,0.02914,0.00144,-0.00793,1.44872,0.01482,8e-05,0.31829,0
1083,1657.6,20112,0.97,0.25,0.02484,0.18901,-0.01034,1.44418,0.01528,5e-05,0.31842,0
1084,1658.8,19853,0.99,0.25,0.0233,0.06256,-0.00904,1.45336,0.01575,1e-05,0.31863,0
1085,1660.0,19842,0.99,0.25,0.0211,0.03149,-0.00732,1.45667,0.01317,2e-05,0.31869,0
1086,1661.3,19324,1.0,0.27,0.02331,0.01013,-0.00756,1.45907,0.01102,8e-05,0.31879,0
1087,1662.6,19659,0.99,0.26,0.02605,0.00291,-0.00784,1.46201,0.01398,0.00017,0.31888,0
1088,1663.8,20052,0.97,0.25,0.02846,0.00194,-0.00771,1.46071,0.01463,8e-05,0.31894,0
1089,1665.0,19678,0.99,0.26,0.02883,0.00148,-0.00761,1.45491,0.01148,0.00017,0.31873,0
1090,1666.3,19319,1.02,0.25,0.0291,0.00074,-0.00802,1.4366,0.01364,0.00017,0.31807,0
1091,1667.6,19785,0.99,0.25,0.02913,0.0006,-0.0066,1.40274,0.01524,0.00017,0.31723,0
1092,1668.8,19930,0.98,0.26,0.02914,0.0005,-0.00995,1.36436,0.01388,0.00026,0.31614,0
1093,1670.0,19710,1.0,0.25,0.02736,0.19873,-0.00904,1.33343,0.0151,8e-05,0.31603,0
1094,1671.2,21010,0.92,0.25,0.02367,0.08189,-0.01123,1.3401,0.014,5e-05,0.31626,0
1095,1672.4,20466,0.95,0.25,0.02154,0.04599,-0.0084,1.34722,0.01566,2e-05,0.31642,0
1096,1673.6,19953,0.99,0.24,0.02201,0.02913,-0.00739,1.35158,0.01273,3e-05,0.31657,0
1097,1674.9,19600,1.0,0.25,0.02543,0.01719,-0.00761,1.35859,0.01382,5e-05,0.3168,0
1098,1676.1,19962,0.98,0.25,0.02666,0.0047,-0.00692,1.36565,0.0142,5e-05,0.31689,0
1099,1677.3,20229,0.97,0.24,0.02776,0.00222,-0.00656,1.36517,0.01049,0.00011,0.31678,0
1100,1678.6,19812,0.98,0.26,0.02851,0.00365,-0.00499,1.35778,0.01482,5e-05,0.31665,0
1101,1679.8,19849,0.99,0.25,0.02883,0.00174,-0.0064,1.35132,0.01331,0.00017,0.31646,0
1102,1681.1,19713,1.0,0.25,0.02896,0.00086,-0.00493,1.33469,0.01591,5e-05,0.31605,0
1103,1682.3,19696,1.0,0.25,0.02898,0.00103,-0.00814,1.31545,0.01336,0.00017,0.31538,0
1104,1683.6,20104,0.97,0.25,0.02403,0.15522,-0.01013,1.29514,0.01493,0.00011,0.31542,0
1105,1684.8,20165,0.97,0.25,0.02379,0.07739,-0.0082,1.30205,0.01574,3e-05,0.31567,0
1106,1686.0,19964,0.97,0.26,0.02236,0.03563,-0.00911,1.30973,0.01311,5e-05,0.31592,0
1107,1687.2,20116,0.97,0.25,0.02511,0.01832,-0.00801,1.31807,0.01359,3e-05,0.3161,0
1108,1688.5,19630,1.0,0.25,0.02748,0.01057,-0.00799,1.32469,0.01385,3e-05,0.31625,0
1109,1689.7,20145,0.97,0.25,0.02751,0.00225,-0.00628,1.32691,0.011,0.00011,0.31623,0
1110,1690.9,19903,0.98,0.25,0.02797,0.00078,-0.00734,1.31456,0.01582,0.00017,0.31561,0
1111,1692.1,20470,0.95,0.25,0.02917,0.00141,-0.0072,1.29224,0.0145,0.00017,0.31503,0
1112,1693.4,19982,0.99,0.24,0.02921,0.00334,-0.00466,1.27687,0.0144,8e-05,0.31481,0
1113,1694.6,20312,0.96,0.25,0.02918,0.00096,-0.00535,1.26664,0.01358,0.00017,0.31451,0
1114,1695.8,19886,0.97,0.26,0.02647,0.26174,-0.00544,1.256,0.01493,8e-05,0.3145,0
1115,1697.1,18825,1.03,0.27,0.02421,0.04959,-0.00962,1.26255,0.01529,8e-05,0.31462,0
1116,1698.4,19371,1.02,0.25,0.0223,0.03589,-0.00861,1.26549,0.0148,5e-05,0.31466,0
1117,1699.7,19411,1.0,0.26,0.024,0.01217,-0.00654,1.26888,0.01451,2e-05,0.31477,0
1118,1701.0,19000,1.03,0.26,0.02661,0.00504,-0.00703,1.27264,0.01196,5e-05,0.31489,0
1119,1702.2,19094,1.03,0.26,0.02772,0.00473,-0.00693,1.27511,0.01246,5e-05,0.31494,0
1120,1703.5,19347,1.02,0.25,0.02863,0.00185,-0.00721,1.27113,0.00972,0.00011,0.31473,0
1121,1704.8,19773,0.99,0.25,0.02893,0.00096,-0.00426,1.2552,0.01324,0.00011,0.31436,0
1122,1706.0,20015,0.97,0.26,0.02934,0.00083,-0.00802,1.23027,0.0139,0.00026,0.31357,0
1123,1707.2,19996,0.98,0.25,0.02937,0.0009,-0.00599,1.20409,0.01246,0.00011,0.31316,0
1124,1708.5,19767,1.0,0.25,0.02938,0.21941,-0.00757,1.19278,0.01587,5e-05,0.31317,0
1125,1709.6,20843,0.93,0.25,0.02344,0.06732,-0.00997,1.2005,0.01604,2e-05,0.31335,0
1126,1710.8,20922,0.93,0.24,0.02314,0.03179,-0.00802,1.20483,0.01202,5e-05,0.31344,0
1127,1712.0,20244,0.97,0.25,0.02363,0.01419,-0.00781,1.20871,0.01632,2e-05,0.31351,0
1128,1713.2,20080,0.97,0.25,0.02649,0.00313,-0.00674,1.21006,0.00899,8e-05,0.31357,0
1129,1714.5,19395,1.01,0.26,0.02752,0.00156,-0.00759,1.20554,0.01419,0.00017,0.31337,0
1130,1715.7,20184,0.97,0.25,0.02893,0.00095,-0.00463,1.19461,0.014,0.00011,0.31308,0
1131,1716.9,20415,0.96,0.24,0.0293,0.00069,-0.00914,1.17334,0.01522,0.00017,0.31244,0
1132,1718.2,20108,0.96,0.26,0.02937,0.00065,-0.00759,1.14781,0.01317,0.00017,0.31182,0
1133,1719.4,20297,0.96,0.25,0.02954,0.00055,-0.00609,1.12279,0.01131,0.00011,0.3113,0
1134,1720.6,19449,1.01,0.25,0.02953,0.00454,-0.0042,1.1032,0.01455,0.00011,0.31101,0
1135,1721.9,20056,0.97,0.25,0.02586,0.27487,-0.00844,1.10195,0.01468,0.00011,0.31128,0
1136,1723.0,20696,0.94,0.24,0.02427,0.06014,-0.00824,1.11648,0.01524,2e-05,0.31155,0
1137,1724.2,20799,0.94,0.24,0.02165,0.03312,-0.0096,1.12343,0.01383,3e-05,0.31174,0
1138,1725.4,20384,0.96,0.25,0.02285,0.00914,-0.00842,1.12861,0.01311,8e-05,0.31184,0
1139,1726.6,20206,0.97,0.24,0.02667,0.00639,-0.00667,1.13227,0.01347,8e-05,0.31191,0
1140,1727.9,20359,0.96,0.25,0.02861,0.00627,-0.00319,1.13501,0.01507,2e-05,0.31198,0
1141,1729.1,20473,0.96,0.24,0.02863,0.00201,-0.00733,1.13621,0.00998,8e-05,0.31199,0
1142,1730.3,20328,0.96,0.25,0.02849,0.00145,-0.00587,1.13195,0.0141,0.00017,0.31191,0
1143,1731.5,20061,0.98,0.25,0.02916,0.00119,-0.00644,1.11694,0.01586,0.00011,0.31155,0
1144,1732.7,20002,0.97,0.26,0.02942,0.0006,-0.00723,1.09671,0.01184,0.00017,0.31087,0
1145,1733.9,20291,0.96,0.25,0.02829,0.15492,-0.00749,1.07967,0.01373,0.00011,0.31087,0
1146,1735.1,20780,0.93,0.25,0.02372,0.06433,-0.01055,1.09068,0.01677,8e-05,0.31118,0
1147,1736.3,20473,0.95,0.25,0.02436,0.02839,-0.00975,1.10156,0.01426,5e-05,0.31141,0
1148,1737.6,19831,0.99,0.25,0.02287,0.01335,-0.00893,1.10968,0.0137,8e-05,0.31166,0
1149,1738.8,19830,0.98,0.26,0.02647,0.01262,-0.00677,1.11679,0.01294,5e-05,0.31185,0
1150,1740.0,20252,0.97,0.25,0.02826,0.00167,-0.0081,1.1213,0.01187,0.00011,0.31187,0
1151,1741.2,20320,0.96,0.25,0.02834,0.00102,-0.00683,1.11182,0.01406,0.00017,0.31153,0
1152,1742.4,20307,0.96,0.25,0.02938,0.00084,-0.00779,1.0918,0.01333,0.00026,0.31086,0
1153,1743.6,20627,0.94,0.25,0.0295,0.00063,-0.00418,1.06295,0.01497,0.00017,0.31032,0
1154,1744.8,20193,0.96,0.25,0.0296,0.00066,-0.00684,1.04187,0.01292,0.00017,0.30979,0
1155,1746.0,20282,0.96,0.25,0.02962,0.00059,-0.00904,1.01182,0.01275,0.00026,0.30883,0
1156,1747.2,20771,0.93,0.26,0.02491,0.17547,-0.00835,0.98804,0.01507,8e-05,0.30888,0
1157,1748.4,20939,0.92,0.26,0.02442,0.06149,-0.00904,0.9978,0.01388,5e-05,0.30916,0
1158,1749.6,20025,0.98,0.25,0.02185,0.02731,-0.00785,1.00618,0.01549,2e-05,0.30935,0
1159,1750.9,20156,0.97,0.25,0.02523,0.00827,-0.00806,1.01292,0.01374,0.00011,0.30964,0
1160,1752.1,20469,0.95,0.25,0.02794,0.00693,-0.00593,1.0204,0.01449,5e-05,0.30982,0
1161,1753.3,20145,0.97,0.25,0.02839,0.00492,-0.00637,1.02495,0.01144,0.00011,0.30994,0
1162,1754.5,20077,0.97,0.25,0.02884,0.00313,-0.00557,1.02838,0.01397,8e-05,0.30995,0
1163,1755.7,20438,0.95,0.25,0.02902,0.00143,-0.00427,1.02651,0.01194,8e-05,0.30984,0
1164,1756.9,19954,0.97,0.26,0.0296,0.00105,-0.00747,1.01258,0.01249,0.00017,0.30929,0
1165,1758.4,16418,1.24,0.26,0.02944,0.00081,-0.00625,0.98332,0.01569,0.00011,0.3085,0
1166,1759.6,20693,0.93,0.25,0.02743,0.18141,-0.00797,0.96586,0.0146,0.00011,0.30855,0
1167,1760.8,20947,0.92,0.26,0.02452,0.06106,-0.00753,0.97327,0.01726,2e-05,0.3087,0
1168,1762.0,20091,0.97,0.25,0.023,0.0283,-0.00718,0.97663,0.0143,1e-05,0.30878,0
1169,1763.2,20620,0.93,0.26,0.02406,0.01361,-0.00616,0.97961,0.01251,2e-05,0.30887,0
1170,1764.4,20339,0.94,0.26,0.02725,0.00377,-0.00708,0.98247,0.01338,0.00011,0.30896,0
1171,1765.7,19772,0.98,0.26,0.0283,0.00523,-0.0031,0.98287,0.01519,5e-05,0.30904,0
1172,1766.9,20014,0.98,0.25,0.02921,0.00109,-0.00641,0.98131,0.00942,0.00011,0.3089,0
1173,1768.1,20313,0.95,0.26,0.02912,0.00077,-0.00702,0.96754,0.01314,0.00017,0.30849,0
1174,1769.3,20068,0.97,0.26,0.02948,0.00059,-0.00761,0.94159,0.0145,0.00026,0.30782,0
1175,1770.6,19767,0.99,0.26,0.02943,0.0006,-0.00461,0.90813,0.01644,0.00017,0.30706,0
1176,1771.8,20009,0.97,0.26,0.02946,0.00057,-0.00876,0.87647,0.01334,0.00026,0.30631,0
1177,1773.0,19989,0.97,0.26,0.02393,0.08729,-0.00962,0.8578,0.01608,5e-05,0.30626,0
1178,1774.2,20215,0.96,0.26,0.02478,0.04396,-0.00767,0.86313,0.01438,2e-05,0.30637,0
1179,1775.5,19518,0.99,0.27,0.02452,0.02984,-0.00827,0.86808,0.01193,5e-05,0.30657,0
1180,1776.7,20120,0.97,0.26,0.02564,0.01077,-0.00936,0.8789,0.01568,3e-05,0.30693,0
1181,1778.0,19674,0.99,0.26,0.02661,0.00841,-0.00683,0.88595,0.01362,8e-05,0.30708,0
1182,1779.2,19633,0.99,0.26,0.02822,0.00343,-0.00658,0.88962,0.01341,0.00011,0.3072,0
1183,1780.4,20323,0.95,0.25,0.02929,0.00088,-0.0071,0.88086,0.01487,0.00017,0.30684,0
1184,1781.6,20226,0.96,0.25,0.02941,0.00151,-0.0048,0.86426,0.01382,8e-05,0.30662,0
1185,1782.9,20269,0.96,0.25,0.02963,0.0012,-0.00754,0.85166,0.01299,0.00017,0.30625,0
1186,1784.1,20025,0.96,0.26,0.02966,0.00088,-0.00673,0.82889,0.01503,0.00017,0.30577,0
1187,1785.3,20318,0.95,0.26,0.02655,0.21073,-0.00996,0.8169,0.01676,8e-05,0.30582,0
1188,1786.5,20730,0.93,0.26,0.02459,0.07661,-0.00839,0.82423,0.01294,5e-05,0.30605,0
1189,1787.7,20246,0.95,0.26,0.02283,0.02351,-0.00741,0.83226,0.01252,3e-05,0.30623,0
1190,1788.9,19838,0.97,0.27,0.02433,0.0111,-0.00692,0.83794,0.01257,5e-05,0.30639,0
1191,1790.2,19979,0.97,0.26,0.02754,0.00784,-0.00808,0.84503,0.01328,0.00011,0.30668,0
1192,1791.4,19947,0.97,0.26,0.02836,0.00145,-0.00656,0.85283,0.01413,0.00011,0.30671,0
1193,1792.6,20197,0.96,0.26,0.02904,0.00123,-0.00642,0.84327,0.01227,0.00017,0.30638,0
1194,1793.9,19669,0.99,0.26,0.02969,0.00224,-0.00193,0.83092,0.01593,8e-05,0.30623,0
1195,1795.1,20265,0.96,0.25,0.02969,0.00069,-0.00795,0.81967,0.01134,0.00017,0.30575,0
1196,1796.3,20354,0.95,0.26,0.02969,0.00061,-0.00885,0.79394,0.01352,0.00011,0.30523,0
1197,1797.5,20052,0.96,0.26,0.02928,0.19353,-0.00745,0.77715,0.01428,8e-05,0.30515,0
1198,1798.7,21018,0.91,0.26,0.02397,0.06363,-0.00701,0.77951,0.01335,3e-05,0.30526,0
1199,1799.9,20427,0.94,0.26,0.02421,0.03908,-0.00945,0.78299,0.01478,2e-05,0.30535,0
1200,1801.2,19437,1.0,0.26,0.02442,0.01469,-0.00627,0.78658,0.0102,8e-05,0.30552,0
1201,1802.4,19506,1.01,0.25,0.02646,0.0034,-0.00681,0.79246,0.01538,0.00011,0.30566,0
1202,1803.7,20036,0.97,0.26,0.02875,0.00196,-0.00681,0.79297,0.01451,8e-05,0.30566,0
1203,1804.9,19664,0.99,0.26,0.02934,0.00177,-0.00531,0.78903,0.01551,0.00011,0.30557,0
1204,1806.2,19290,1.02,0.26,0.02954,0.00167,-0.00562,0.77882,0.01475,0.00017,0.30523,0
1205,1807.4,19415,1.0,0.27,0.02963,0.0007,-0.00952,0.76126,0.01457,0.00026,0.30463,0
1206,1808.7,19675,0.99,0.26,0.02996,0.00065,-0.00572,0.73209,0.0155,0.00017,0.30384,0
1207,1809.9,20269,0.96,0.26,0.03004,0.00059,-0.00833,0.70005,0.0146,0.00017,0.30331,0
1208,1811.1,20459,0.95,0.25,0.02574,0.16586,-0.00949,0.68684,0.01648,8e-05,0.30332,0
1209,1812.3,20714,0.93,0.26,0.02507,0.05798,-0.00902,0.69312,0.01315,3e-05,0.30346,0
1210,1813.5,20556,0.95,0.25,0.02385,0.01967,-0.00831,0.69942,0.01453,5e-05,0.30365,0
1211,1814.7,20977,0.92,0.25,0.02612,0.00512,-0.00627,0.70411,0.01295,3e-05,0.30371,0
1212,1815.8,20740,0.94,0.25,0.02864,0.00556,-0.00668,0.70478,0.01258,0.00011,0.30374,0
1213,1817.0,21057,0.92,0.25,0.02934,0.00181,-0.00558,0.70419,0.01565,0.00011,0.30367,0
1214,1818.2,19934,0.98,0.25,0.02933,0.00175,-0.0056,0.69892,0.01346,5e-05,0.3036,0
1215,1819.4,20603,0.95,0.24,0.02965,0.00231,-0.00537,0.6951,0.01379,5e-05,0.30355,0
1216,1820.6,20481,0.96,0.24,0.02978,0.00077,-0.00745,0.68695,0.01316,0.00011,0.30317,0
1217,1821.8,20426,0.96,0.24,0.02981,0.0008,-0.00726,0.66225,0.01532,0.00017,0.30272,0
1218,1823.1,19150,1.02,0.26,0.0283,0.13943,-0.01014,0.65241,0.01581,5e-05,0.30286,0
1219,1824.3,20670,0.93,0.25,0.02434,0.05196,-0.00734,0.66035,0.01608,2e-05,0.303,0
1220,1825.5,20842,0.93,0.25,0.02616,0.03101,-0.0078,0.66434,0.01467,2e-05,0.30314,0
1221,1826.7,20848,0.94,0.24,0.02587,0.01167,-0.00688,0.66917,0.01152,3e-05,0.30324,0
1222,1827.8,21004,0.93,0.24,0.02739,0.00865,-0.00595,0.67383,0.0132,0.00011,0.30351,0
1223,1829.1,19779,1.0,0.24,0.02893,0.0028,-0.00576,0.68263,0.01347,8e-05,0.30368,0
1224,1830.3,20626,0.94,0.25,0.02924,0.00183,-0.00553,0.68239,0.01271,0.00017,0.30362,0
1225,1831.5,20527,0.95,0.25,0.02933,0.00119,-0.00651,0.6718,0.01397,0.00011,0.30337,0
1226,1832.7,20219,0.97,0.25,0.02976,0.00105,-0.00315,0.65531,0.01442,8e-05,0.30307,0
1227,1833.9,20731,0.94,0.25,0.02966,0.00077,-0.00734,0.63994,0.01243,0.00017,0.30246,0
1228,1835.1,19969,0.98,0.25,0.02993,0.00063,-0.00656,0.6093,0.01575,0.00017,0.30152,0
1229,1836.3,20348,0.96,0.25,0.02466,0.09716,-0.00771,0.59001,0.01385,5e-05,0.30148,0
1230,1837.5,20999,0.92,0.25,0.02529,0.04245,-0.00878,0.5947,0.01885,1e-05,0.30159,0
1231,1838.7,19970,0.97,0.26,0.02598,0.00947,-0.00694,0.59832,0.01075,8e-05,0.3017,0
1232,1839.9,20122,0.97,0.25,0.02615,0.00855,-0.00656,0.60366,0.01348,5e-05,0.30181,0
1233,1841.2,19890,0.99,0.25,0.02811,0.00388,-0.00743,0.60695,0.01278,8e-05,0.3019,0
1234,1842.4,20111,0.97,0.25,0.02909,0.00156,-0.00464,0.60738,0.01161,8e-05,0.30181,0
1235,1843.6,20406,0.95,0.25,0.02944,0.00091,-0.007,0.59728,0.01178,0.00017,0.30142,0
1236,1844.8,21109,0.93,0.24,0.02992,0.00431,-0.00212,0.58363,0.01728,2e-05,0.30131,0
1237,1846.0,19880,0.99,0.24,0.02983,0.0007,-0.00589,0.57767,0.00993,0.00011,0.30105,0
1238,1847.2,20508,0.96,0.24,0.03,0.00059,-0.00936,0.55475,0.01192,0.00017,0.30036,0
1239,1848.4,20107,0.97,0.25,0.02725,0.10304,-0.00896,0.53566,0.01588,0.00017,0.30037,0
1240,1849.6,21468,0.9,0.25,0.02497,0.03506,-0.0076,0.54643,0.01607,2e-05,0.30058,0
1241,1850.8,20696,0.94,0.25,0.02545,0.0204,-0.00871,0.55183,0.01459,2e-05,0.30072,0
1242,1852.0,20336,0.96,0.25,0.02551,0.01048,-0.00924,0.55826,0.01396,0.00011,0.30098,0
1243,1853.2,20349,0.96,0.25,0.02748,0.00665,-0.00568,0.56569,0.01527,5e-05,0.30109,0
1244,1854.3,20997,0.92,0.25,0.02887,0.00166,-0.00655,0.56535,0.01346,0.00011,0.30103,0
1245,1855.6,20421,0.95,0.26,0.02923,0.00211,-0.00699,0.55854,0.01397,0.00011,0.30087,0
